Date,Open,High,Low,Close,Adj. Close,Change,Volume
2020-03-10,32.51000,33.33000,29.31500,31.40000,24.57500,2.85%,12973198
2020-03-11,30.19000,30.33000,27.85000,27.99000,21.90600,-10.86%,12444065
2020-03-12,25.45000,26.39000,22.39000,23.67000,18.52500,-15.43%,18159366
2020-03-13,27.93000,28.01000,22.58000,25.69000,20.10600,8.53%,17342507
2020-03-16,23.10000,25.43000,21.95000,22.00000,17.21800,-14.36%,12198819
2020-03-17,25.67000,27.60000,22.74000,26.60000,20.81900,20.91%,19853725
2020-03-18,24.84000,28.29000,24.51000,26.44000,20.69300,-0.60%,16940131
2020-03-19,26.28000,31.35000,25.93000,28.12000,22.00800,6.35%,13887558
2020-03-20,28.59000,29.69000,26.59000,27.44000,21.47600,-2.42%,12647941
2020-03-23,27.14000,28.43000,26.01000,26.58000,20.80300,-3.13%,11694658
2020-03-24,28.66000,29.96000,26.90000,28.47000,22.28200,7.11%,12316611
2020-03-25,29.18000,32.42500,28.60000,30.38000,23.77700,6.71%,10530088
2020-03-26,30.28000,31.30000,28.95000,29.68000,23.22900,-2.30%,14298415
2020-03-27,28.00000,29.26200,26.92000,28.56000,22.35300,-3.77%,9100192
2020-03-30,28.31000,29.39000,27.81000,28.65000,22.42300,0.32%,6815125
2020-03-31,28.55000,30.08000,28.45000,29.24000,22.88500,2.06%,7599729
2020-04-01,27.84000,28.27000,26.94000,27.04000,21.16300,-7.52%,10334236
2020-04-02,27.11000,29.84000,26.92500,28.03000,21.93800,3.66%,10678830
2020-04-03,27.78000,28.57000,27.42000,27.97000,21.89100,-0.21%,8004024
2020-04-06,29.53000,30.98000,29.50000,30.54000,23.90200,9.19%,8019449
2020-04-07,32.76000,35.07000,31.81000,32.33000,25.30300,5.86%,15026462
2020-04-08,32.97000,34.94000,32.36000,34.79000,27.22800,7.61%,7217244
2020-04-09,35.75000,37.74000,35.54000,36.56000,28.61400,5.09%,9891273
2020-04-13,36.47000,36.90000,34.57000,35.23000,27.57300,-3.64%,7165515
2020-04-14,36.37000,37.14000,35.09000,35.37000,27.68200,0.40%,7342992
2020-04-15,33.85000,33.85000,31.87000,32.23000,25.22500,-8.88%,7580189
2020-04-16,32.69000,32.69000,30.65000,31.63000,24.75500,-1.86%,6881425
2020-04-17,33.04000,34.06000,32.60000,33.42000,26.15600,5.66%,6542022
2020-04-20,32.18000,32.83000,31.50000,31.53000,24.67700,-5.66%,7131729
2020-04-21,30.40000,31.16000,29.62000,30.88000,24.16800,-2.06%,7311050
2020-04-22,31.80000,32.02500,30.88000,31.84000,24.92000,3.11%,5331005
2020-04-23,32.10000,33.33000,32.01000,32.56000,25.48300,2.26%,7721249
2020-04-24,33.04000,33.35000,32.24000,33.12000,25.92100,1.72%,4978403
2020-04-27,33.31000,34.74500,32.81000,34.44000,26.95500,3.99%,4885171
2020-04-28,35.48000,36.19000,34.71000,35.87000,28.07400,4.15%,5865947
2020-04-29,37.00000,38.09000,36.90000,37.47000,29.32600,4.46%,6881614
2020-04-30,37.27000,37.35000,36.05000,36.69000,28.71600,-2.08%,10956766
2020-05-01,34.73000,35.09000,33.54000,33.93000,26.55500,-7.52%,8706999
2020-05-04,32.10000,33.14000,31.76000,33.06000,25.87400,-2.56%,6246170
2020-05-05,33.63000,34.55000,33.23000,33.37000,26.11700,0.94%,5040504
2020-05-06,32.71000,33.37500,31.88000,31.96000,25.01400,-4.23%,4593302
2020-05-07,32.53000,33.80000,32.51000,32.85000,25.71000,2.78%,5056234
2020-05-08,33.78000,34.37000,33.37000,34.33000,26.86800,4.51%,4324319
2020-05-11,34.20000,34.24000,33.08000,33.90000,26.53200,-1.25%,4320208
2020-05-12,34.25000,35.41000,33.75000,33.79000,26.44600,-0.32%,5666104
2020-05-13,33.50000,33.56300,31.79000,32.35000,25.31900,-4.26%,5861923
2020-05-14,31.19000,33.55000,30.90000,33.51000,26.22700,3.59%,6187030
2020-05-15,33.21000,33.98000,32.83000,33.56000,26.26600,0.15%,4829217
2020-05-18,35.88000,38.01000,35.71000,36.74000,28.75500,9.48%,8544879
2020-05-19,36.63000,36.68000,35.58000,35.64000,27.89400,-2.99%,4414561
2020-05-20,36.34000,37.00000,35.76000,36.18000,28.31600,1.52%,5654723
2020-05-21,36.00000,36.76000,35.66000,35.82000,28.03500,-1.00%,3939199
2020-05-22,35.68000,36.18000,35.37000,36.12000,28.26900,0.84%,3040557
2020-05-26,38.36000,38.95000,37.92000,38.79000,30.35900,7.39%,6183485
2020-05-27,39.95000,40.66500,39.03000,39.82000,31.16500,2.66%,6889460
2020-05-28,39.57000,39.69000,38.35000,38.71000,30.84400,-2.79%,5266794
2020-05-29,38.14000,38.99000,37.72000,38.60000,30.75700,-0.28%,5254184
2020-06-01,38.61000,39.01000,38.18000,38.61000,30.76500,0.03%,3009686
2020-06-02,39.20000,41.23000,39.09000,40.60000,32.35000,5.15%,6080617
2020-06-03,41.49000,42.30000,41.46000,41.63000,33.17100,2.54%,5157362
2020-06-04,41.50000,42.76000,41.32000,42.71000,34.03200,2.59%,3899662
2020-06-05,44.71000,45.73000,43.83700,43.97000,35.03600,2.95%,7656067
2020-06-08,44.08000,45.93000,44.08000,45.90000,36.57300,4.39%,5725470
2020-06-09,44.47000,44.82000,43.91900,44.41000,35.38600,-3.25%,5533409
2020-06-10,44.39000,44.50000,43.40000,43.58000,34.72500,-1.87%,4265195
2020-06-11,41.22500,42.04000,38.95000,39.26000,31.28300,-9.91%,9220524
2020-06-12,41.82000,41.91500,39.98500,41.23000,32.85200,5.02%,5033778
2020-06-15,39.48000,42.45000,39.29000,41.98000,33.45000,1.82%,5665288
2020-06-16,44.16000,44.50000,41.44000,42.25000,33.66500,0.64%,5592437
2020-06-17,42.70000,42.79600,41.03000,41.17000,32.80400,-2.56%,3523660
2020-06-18,40.65000,41.99000,40.38000,41.58000,33.13100,1.00%,4103515
2020-06-19,42.63000,43.00000,41.47000,41.65000,33.18700,0.17%,7492701
2020-06-22,41.46000,42.13000,40.67000,41.74000,33.25900,0.22%,3305895
2020-06-23,42.48000,42.48000,41.33000,41.35000,32.94800,-0.93%,3601758
2020-06-24,40.60000,40.72000,38.32000,38.45000,30.63700,-7.01%,7699335
2020-06-25,38.00000,40.03000,37.68000,39.98000,31.85600,3.98%,5981537
2020-06-26,39.56000,40.00000,38.73000,39.80000,31.71300,-0.45%,8332793
2020-06-29,40.36000,41.19500,40.19000,40.98000,32.65300,2.96%,7756715
2020-06-30,40.59000,40.95000,39.76000,40.76000,32.47800,-0.54%,4835256
2020-07-01,40.75000,41.30000,40.33000,40.75000,32.47000,-0.02%,4024722
2020-07-02,41.66000,42.25000,40.91000,41.59000,33.13900,2.06%,3988108
2020-07-06,42.63000,42.78000,41.56000,42.45000,33.82400,2.07%,4675975
2020-07-07,41.74000,42.07000,41.17000,41.69000,33.21900,-1.79%,4535918
2020-07-08,41.49000,41.78000,39.63500,40.35000,32.15100,-3.21%,4825707
2020-07-09,40.39000,40.52000,39.17000,39.44000,31.42600,-2.26%,3671309
2020-07-10,39.44000,40.82000,39.42300,40.76000,32.47800,3.35%,3006985
2020-07-13,41.10000,41.84000,40.50000,41.24000,32.86000,1.18%,3087864
2020-07-14,41.32000,42.68000,41.24000,42.44000,33.81600,2.91%,4347174
2020-07-15,43.65000,44.10000,42.55500,43.33000,34.52600,2.10%,3786525
2020-07-16,43.19000,44.26500,42.84000,43.83000,34.92400,1.15%,4259812
